# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-a" "/home/mimansa/RNA_PROJECT/whole_genome/Saccharomyces_cerevisiae.R64-1-1.115.gtf" "-o" "/home/mimansa/RNA_PROJECT/results/counts_pPB.txt" "/home/mimansa/RNA_PROJECT/alignments/SRR30570749.sorted.bam" "/home/mimansa/RNA_PROJECT/alignments/SRR30570750.sorted.bam" "/home/mimansa/RNA_PROJECT/alignments/SRR30570751.sorted.bam" "/home/mimansa/RNA_PROJECT/alignments/SRR30570752.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/mimansa/RNA_PROJECT/alignments/SRR30570749.sorted.bam	/home/mimansa/RNA_PROJECT/alignments/SRR30570750.sorted.bam	/home/mimansa/RNA_PROJECT/alignments/SRR30570751.sorted.bam	/home/mimansa/RNA_PROJECT/alignments/SRR30570752.sorted.bam
YKR006C	XI	450423	451217	-	795	2029	1769	1686	1758
YKL034W	XI	371829	374105	+	2277	1354	1013	898	1206
YKL118W	XI	219126	219437	+	312	11	6	5	9
YKL104C	XI	243220	245373	-	2154	10124	8625	9253	8877
YKL191W	XI	81035	82639	+	1605	3752	3117	3859	3245
YKR042W	XI	519527	520624	+	1098	12796	8944	13801	11106
YKR013W	XI	463959	464948	+	990	2851	2924	2463	2104
YKR101W	XI	640540	642504	+	1965	296	336	298	310
YKL039W	XI	362622	364193	+	1572	2999	2609	2463	2912
YKL214C	XI	31082	31693	-	612	1310	1094	1036	917
YKL155C	XI	159456	161342	-	1887	1116	1453	920	1203
YKL116C	XI	221344	222900	-	1557	1065	875	983	953
YKR089C	XI	605633	608365	-	2733	3472	3112	2931	3489
YKR018C	XI	473723	475900	-	2178	6871	5288	5767	5737
YKR079C	XI	586789	589305	-	2517	920	1607	1019	1286
YKL153W	XI	163600	164109	+	510	66	52	57	58
YKL027W	XI	387562	388905	+	1344	1802	1886	1418	1449
YKL100W-A	XI	254159	254248	+	90	0	0	0	0
YKL035W	XI	369891	371390	+	1500	8454	4649	6203	7250
YKL084W	XI	280509	280859	+	351	421	338	243	299
YKL207W	XI	48194	48955	+	762	3143	2406	2696	2437
YKR066C	XI	566113	567198	-	1086	4803	3880	3558	3564
YKL117W	XI	220324	220974	+	651	1156	1255	803	937
YKL140W	XI	180779	182425	+	1647	1096	1160	1105	1066
YKL007W	XI	429302	430108	+	807	1977	2040	1625	1830
YKL051W	XI	341312	342373	+	1062	972	567	686	575
YKL022C	XI	394726	397248	-	2523	1303	1317	1095	1339
YKL021C	XI	397344	398750	-	1407	1209	1605	1254	1116
YKL148C	XI	169207	171129	-	1923	27472	19797	23464	24342
YKL038W	XI	365605	369117	+	3513	2334	1887	2297	2375
YKL125W	XI	208247	210130	+	1884	1031	1070	915	1043
YKL048C	XI	347214	349136	-	1923	711	958	731	775
YKL053W	XI	339572	339946	+	375	2	4	3	0
YKR093W	XI	615730	617535	+	1806	7654	5487	5054	5608
YKL201C	XI	63930	67466	-	3537	1021	1064	810	822
YKL123W	XI	212043	212423	+	381	6	1	1	1
YKL224C	XI	1810	2181	-	372	5	0	0	0
YKL077W	XI	291453	292631	+	1179	4554	3784	3915	4183
YKR103W	XI	653080	656736	+	3657	269	532	279	508
YKR104W	XI	656836	657756	+	921	84	155	70	84
YKR024C	XI	485144	487372	-	2229	1486	2224	1721	1445
YKR056W	XI	549448	551367	+	1920	2184	2675	2416	1889
YKL203C	XI	55935	63359	-	7425	3771	4687	3876	4569
YKR054C	XI	535647	547925	-	12279	3978	8130	4069	5854
YKR057W	XI;XI	551657;552003	551680;552242	+;+	264	15404	10959	11714	10313
YKL133C	XI	191679	193070	-	1392	282	352	227	356
tH(GUG)K	XI	313401	313472	-	72	2	3	1	0
YKL122C	XI	212495	212998	-	504	898	962	632	683
YKR100C	XI	638901	639968	-	1068	1295	1221	947	1034
YKR083C	XI	596421	596822	-	402	197	339	190	217
YKL225W	XI	451	798	+	348	0	0	0	0
YKL189W	XI	84704	85903	+	1200	821	581	585	662
YKL113C	XI	224727	225875	-	1149	904	1011	729	781
tV(AAC)K2	XI	379680	379753	+	74	0	1	0	0
YKL213C	XI	31960	34107	-	2148	1228	1228	1133	1279
YKL154W	XI	161601	162335	+	735	684	840	600	657
YKR063C	XI	560789	562297	-	1509	484	860	533	677
YKL163W	XI	144401	145378	+	978	298	443	264	239
YKL174C	XI	120380	122236	-	1857	1569	1418	1498	1441
YKL134C	XI	189124	191442	-	2319	1028	1091	1079	1306
YKR011C	XI	461635	462696	-	1062	895	707	664	886
YKL005C	XI	433093	434877	-	1785	983	1277	879	1042
YKL069W	XI	307285	307827	+	543	1048	788	860	704
YKL006W	XI;XI	431906;432433	432034;432720	+;+	417	25077	15259	21014	18533
YKL187C	XI	89284	91536	-	2253	1339	743	625	858
YKL111C	XI	228464	228799	-	336	3	2	3	2
YKR035W-A	XI	507939	508553	+	615	0	0	0	0
YKL182W	XI	100671	106826	+	6156	161477	130142	168759	172048
YKL099C	XI	255720	256472	-	753	458	689	417	399
YKL179C	XI	110464	112503	-	2040	733	1594	609	1089
YKL047W	XI	349463	351013	+	1551	861	823	772	804
YKL049C	XI	346075	346764	-	690	391	561	289	396
YKL220C	XI	9091	11226	-	2136	183	240	170	214
YKL183W	XI	98721	99641	+	921	1051	749	829	782
YKL181W	XI	107316	108599	+	1284	6957	6117	7527	6823
YKL088W	XI	275283	276998	+	1716	615	768	503	675
YKL209C	XI	42423	46295	-	3873	7630	9411	6562	8000
tL(CAA)K	XI;XI	458557;458627	458594;458670	+;+	82	0	1	0	4
YKR019C	XI	476216	478063	-	1848	537	453	458	427
YKR012C	XI	463739	464116	-	378	10	5	8	3
YKL166C	XI	134509	135705	-	1197	811	756	648	766
YKL016C	XI	407465	407989	-	525	16791	12671	12018	11708
YKR086W	XI	599857	603072	+	3216	1252	1402	913	1272
tR(ACG)K	XI	490968	491040	+	73	1	0	4	1
YKL141W	XI	179667	180263	+	597	12653	9894	9054	9043
YKL065C	XI	316437	317057	-	621	3310	3055	2365	2928
YKL013C	XI	417508	418023	-	516	2171	1954	1585	1812
YKL040C	XI	361058	361828	-	771	510	515	447	491
YKR061W	XI	557677	558954	+	1278	281	515	265	275
YKL096W	XI	261132	261851	+	720	2355	1953	1483	1247
YKR050W	XI	527815	530484	+	2670	1121	763	980	881
YKL170W	XI	130634	131050	+	417	6	5	3	7
YKR046C	XI	524223	525074	-	852	2107	1754	1939	1761
YKL210W	XI	39163	42237	+	3075	21252	18863	20309	20891
YKR002W	XI	443232	444938	+	1707	1660	1658	1508	1778
YKL015W	XI	408544	411483	+	2940	1418	1968	1241	1733
snR87	XI	431030	431138	-	109	71	69	65	48
YKL009W	XI	426242	426952	+	711	1653	2913	1662	1556
YKL108W	XI	234426	235787	+	1362	326	399	263	389
YKR097W	XI	631152	632801	+	1650	401	275	298	254
YKL071W	XI	305114	305884	+	771	262	259	254	407
YKL075C	XI	292956	294308	-	1353	353	399	338	441
YKL206C	XI	49006	49809	-	804	721	639	581	618
tD(GUC)K	XI	513332	513403	-	72	0	1	3	0
YKL195W	XI	75821	77032	+	1212	3288	3521	2649	3730
YKL130C	XI	195288	196028	-	741	1077	904	924	851
YKL064W	XI	317764	320673	+	2910	2962	2805	2314	2672
YKR026C	XI	488738	489655	-	918	1189	1145	1202	1184
YKL076C	XI	292838	293221	-	384	116	126	73	95
YKL188C	XI	86225	88786	-	2562	397	344	257	405
YKL196C	XI	74932	75534	-	603	1858	1964	1687	1707
snR42	XI	559016	559366	-	351	8161	3992	9504	7340
YKR105C	XI	658716	660464	-	1749	182	236	201	224
YKL109W	XI	232227	233891	+	1665	6186	6804	5641	7329
YKR071C	XI	574934	575980	-	1047	1539	1544	1267	1537
YKL168C	XI	131288	133462	-	2175	894	683	750	767
YKL102C	XI	248062	248367	-	306	37	25	50	49
YKR090W	XI	608946	611066	+	2121	1366	1388	1280	1314
YKR036C	XI	508702	510633	-	1932	648	862	602	794
YKL202W	XI	63821	64402	+	582	15	10	8	5
YKR084C	XI	597055	598890	-	1836	1712	1895	1806	1938
YKL216W	XI	25215	26159	+	945	9844	7930	9434	9365
YKR055W	XI	548216	549091	+	876	516	404	367	544
YKL219W	XI	14485	15708	+	1224	752	571	607	607
YKL020C	XI	398832	402080	-	3249	2769	2400	2265	2626
YKL178C	XI	113215	114627	-	1413	165	119	139	182
YKL067W	XI	314812	315273	+	462	6877	5437	5131	5633
YKL097C	XI	258503	258913	-	411	12	2	0	7
YKL095W	XI	262277	263113	+	837	274	298	221	304
YKR031C	XI	501344	506395	-	5052	1822	3361	1883	2634
YKL036C	XI	369528	369920	-	393	0	0	1	2
YKR088C	XI	604405	605418	-	1014	1274	897	1116	1013
YKL151C	XI	164917	165930	-	1014	850	711	679	674
YKL105C	XI	239185	242583	-	3399	1015	1498	897	1203
YKL169C	XI	130685	131068	-	384	12	15	4	8
YKL150W	XI	166544	167452	+	909	9731	6859	6504	7949
YKL023C-A	XI	393146	393373	-	228	436	377	272	265
YKL138C-A	XI	184803	185012	-	210	190	377	113	174
YKL082C	XI	281025	282329	-	1305	265	546	243	255
YKR070W	XI	573574	574632	+	1059	1206	1101	1235	1228
YKR021W	XI	479234	481981	+	2748	922	1036	921	986
YKR016W	XI	469717	471339	+	1623	2897	3507	2429	3224
YKR033C	XI	506879	507304	-	426	0	0	0	0
YKR059W	XI	554987	556174	+	1188	20386	16222	17887	17215
YKR069W	XI	571612	573393	+	1782	665	726	584	727
YKR053C	XI	534067	535281	-	1215	526	480	570	578
YKL218C	XI	17359	18339	-	981	478	363	409	402
YKL167C	XI	133721	134134	-	414	862	744	588	662
tE(UUC)K	XI	141018	141089	-	72	2	3	0	2
YKL142W	XI	178515	179174	+	660	4639	3285	3273	3629
YKL011C	XI	420155	421216	-	1062	307	380	271	320
YKL160W	XI	153269	153706	+	438	1643	2181	1106	1228
YKL144C	XI	175843	176481	-	639	674	733	580	549
YKL055C	XI	335321	336157	-	837	460	359	347	372
YKR043C	XI	520897	521712	-	816	2668	2299	2694	2276
YKR039W	XI	515063	516871	+	1809	2451	2172	1999	1770
YKL019W	XI	402568	403518	+	951	1646	1048	1505	1256
YKL184W	XI	96757	98157	+	1401	3597	2942	3828	3822
YKR029C	XI	497578	499833	-	2256	499	815	386	480
YKL176C	XI	115500	117986	-	2487	4196	3595	4336	4417
YKL033W-A	XI	374505	375215	+	711	3331	2495	2989	2607
YKL090W	XI	271878	273209	+	1332	461	329	453	469
YKR041W	XI	518198	518950	+	753	48	46	40	57
YKL010C	XI	421424	425875	-	4452	2680	3847	2446	3334
YKL032C	XI	380065	381858	-	1794	1324	904	1087	980
YKR051W	XI	530946	532202	+	1257	538	446	535	568
YKR098C	XI	633026	635179	-	2154	809	847	664	820
YKL175W	XI	118793	120304	+	1512	2662	2893	2202	2027
YKL120W	XI	217344	218318	+	975	2795	2039	2799	2590
YKL222C	XI	3503	5620	-	2118	489	526	396	569
YKL092C	XI	266145	269459	-	3315	694	1298	634	848
YKL068W	XI	310199	313078	+	2880	2837	3542	2478	2761
YKR009C	XI	454352	457054	-	2703	1106	1148	570	867
tA(AGC)K2	XI	517988	518060	+	73	2	1	0	0
YKR028W	XI	494257	497358	+	3102	2858	3668	3003	3416
YKR076W	XI	582283	583395	+	1113	946	884	654	848
YKR106W	XI	661442	663289	+	1848	172	109	127	133
YKL197C	XI	70734	73865	-	3132	1186	1308	1209	1262
YKL152C	XI	163642	164385	-	744	12845	10890	10115	9463
YKL093W	XI	264789	265808	+	1020	1435	1111	1085	1200
YKL080W	XI	285030	286208	+	1179	6397	5908	5988	6542
YKL185W	XI	94499	96265	+	1767	2282	2333	1417	1671
YKR081C	XI	591506	592540	-	1035	1794	2567	1897	1779
YKR035C	XI	507920	508561	-	642	0	0	1	0
YKL101W	XI	248920	253476	+	4557	2285	3828	2289	2750
YKR008W	XI	452201	454078	+	1878	1070	1354	876	1063
tW(CCA)K	XI;XI	302918;302988	302953;303023	+;+	72	0	0	0	3
YKL056C	XI	334412	334915	-	504	37786	22913	33585	28367
YKL156W	XI;XI	158613;158967	158615;159212	+;+	249	2111	2566	1161	1335
YKL162C	XI	147630	148838	-	1209	338	297	290	327
YKL192C	XI	80160	80537	-	378	3100	2090	1783	1681
YKR064W	XI	562547	565138	+	2592	631	1046	549	905
YKL017C	XI	405190	407241	-	2052	669	854	535	708
YKL204W	XI	53704	55602	+	1899	1077	786	1005	1099
YKL190W	XI;XI	82947;83075	82998;83550	+;+	528	1347	1270	1271	1287
YKL211C	XI	36699	38153	-	1455	3117	2469	2794	2519
YKL115C	XI	222893	223285	-	393	13	27	10	15
YKL107W	XI	236141	237070	+	930	83	78	55	61
YKL127W	XI	203541	205253	+	1713	4340	3143	3770	3286
YKL165C-A	XI	135790	136023	-	234	40	37	14	16
YKR049C	XI	526830	527231	-	402	908	538	468	565
YKL052C	XI	339668	340546	-	879	413	422	344	358
YKL053C-A	XI	339182	339442	-	261	1127	1060	662	736
YKL121W	XI	214142	216700	+	2559	862	784	779	828
tN(GUU)K	XI	74624	74697	+	74	0	2	2	0
YKL050C	XI	342852	345620	-	2769	254	440	187	307
YKL194C	XI	77258	78646	-	1389	923	724	743	934
YKR037C	XI	510910	511797	-	888	381	447	337	293
YKL059C	XI	328118	329443	-	1326	741	727	602	621
YKL205W	XI	50051	53353	+	3303	1842	3018	1910	2127
YKL137W	XI	185957	186292	+	336	779	781	617	767
YKR015C	XI	466961	468667	-	1707	301	226	199	173
YKL146W	XI	171783	173861	+	2079	3204	2183	2661	2482
YKR003W	XI	445381	446727	+	1347	1420	1283	1086	1540
YKL028W	XI	385758	387206	+	1449	862	1148	842	968
YKR010C	XI	458924	461239	-	2316	835	1067	635	881
YKL193C	XI	78866	79882	-	1017	1306	1243	1019	1259
tK(CUU)K	XI	202999	203071	+	73	0	3	3	0
YKL212W	XI	34543	36414	+	1872	6606	6139	6092	6216
YKL147C	XI	171551	172168	-	618	21	8	15	9
YKL054C	XI	336537	338753	-	2217	3215	3731	2076	2602
snR38	XI	283185	283279	+	95	136	101	113	96
YKR096W	XI	626793	630380	+	3588	1681	1853	1279	1879
YKL006C-A	XI;XI	430198;430597	430455;430632	-;-	294	856	572	590	554
YKL164C	XI	141794	142819	-	1026	13626	9598	9277	9303
YKL145W-A	XI	174958	175050	+	93	0	0	0	0
YKL026C	XI	389380	389883	-	504	462	310	299	296
YKL044W	XI	356322	356642	+	321	45	16	20	19
YKL089W	XI	273394	275043	+	1650	288	429	291	370
YKR077W	XI	583653	584744	+	1092	386	230	274	191
YKR095W-A	XI;XI	625864;625977	625901;626205	+;+	267	710	572	306	415
YKL079W	XI	286603	288573	+	1971	860	1333	763	1019
YKL161C	XI	149386	150687	-	1302	567	551	536	583
YKL159C	XI	153816	154451	-	636	459	296	309	314
YKR030W	XI	500282	501103	+	822	612	668	544	602
YKL037W	XI	369365	369721	+	357	49	43	41	47
YKL042W	XI	358475	359566	+	1092	774	632	628	711
YKR020W	XI	478338	478832	+	495	316	424	286	312
YKL012W	XI	418310	420061	+	1752	727	967	555	791
YKL106W	XI	237536	238891	+	1356	1068	992	932	1168
YKR075C	XI	579827	580750	-	924	519	570	285	320
YKR065C	XI	565299	565892	-	594	1856	1246	1124	1129
YKL043W	XI	356748	357848	+	1101	1077	734	938	843
YKL045W	XI	353493	355079	+	1587	1063	1320	1094	1328
YKR060W	XI	556518	557342	+	825	452	627	356	412
YKL085W	XI	279123	280127	+	1005	21733	17990	17137	20640
YKL165C	XI	137932	140691	-	2760	2610	2796	2554	2822
YKL003C	XI	437097	437492	-	396	1308	1034	704	750
YKL072W	XI	299582	301882	+	2301	392	615	350	513
YKL177W	XI	114356	114694	+	339	0	2	1	3
YKL186C	XI	92744	93298	-	555	1450	1185	1004	831
snR64	XI	38811	38911	+	101	47	42	19	25
YKR032W	XI	506517	506831	+	315	5	1	0	0
YKL132C	XI	193574	194866	-	1293	219	133	251	170
YKL223W	XI	2389	2721	+	333	0	0	0	0
YKL078W	XI	288845	291052	+	2208	928	1230	1214	898
YKL001C	XI	438777	439385	-	609	664	891	629	673
YKR040C	XI	518063	518566	-	504	0	0	1	0
YKL046C	XI	351275	352624	-	1350	861	1021	801	939
YKR017C	XI	471694	473349	-	1656	676	538	542	667
YKL058W	XI	330166	330534	+	369	2188	1396	1978	1537
YKL208W	XI	47157	47972	+	816	439	377	404	373
YKR005C	XI;XI	448521;450021	449951;450167	-;-	1578	218	237	204	179
YKR034W	XI	506898	507707	+	810	25	2	10	5
YKL060C	XI	326408	327487	-	1080	126182	96365	116277	106191
YKL030W	XI	382498	383103	+	606	10	4	3	0
YKL162C-A	XI	145922	146074	-	153	48	32	28	41
YKR091W	XI	611525	612265	+	741	405	315	347	277
YKL096C-B	XI	259073	259222	-	150	0	5	2	0
YKL171W	XI	127475	130261	+	2787	1855	1343	1452	1663
YKL025C	XI	390240	392279	-	2040	1074	916	754	873
YKL023W	XI	393721	394554	+	834	314	334	300	330
tR(UCU)K	XI	162487	162558	-	72	1	0	0	0
YKL215C	XI	26827	30687	-	3861	2667	3017	2341	2998
YKL136W	XI	186416	186814	+	399	34	22	31	40
YKL033W	XI	375456	378572	+	3117	695	1248	691	909
YKR023W	XI	483419	485011	+	1593	186	299	124	190
YKR067W	XI	567918	570149	+	2232	2438	2317	1914	2414
YKL098W	XI	256770	257843	+	1074	698	739	679	660
YKL114C	XI	223352	224455	-	1104	890	1094	790	1020
YKL145W	XI	174213	175616	+	1404	4213	3432	3429	3501
YKL057C	XI	330856	333969	-	3114	2757	3661	2455	3297
YKL106C-A	XI	237147	237266	-	120	6	2	0	6
YKL128C	XI	200884	201771	-	888	1692	1265	1560	1335
YKL008C	XI	427295	428551	-	1257	1404	1174	1282	1358
YKL029C	XI	382716	384725	-	2010	739	717	767	566
YKR047W	XI	525257	525562	+	306	143	88	61	80
YKL066W	XI	315281	315724	+	444	1075	557	585	622
YKL119C	XI	218570	219217	-	648	467	499	473	578
YEL041W	V	75944	77431	+	1488	649	508	493	530
YER011W	V	175248	176012	+	765	104	38	84	90
YER158W-A	V	491487	491702	+	216	3	5	3	1
snR53	V	61699	61789	+	91	18	27	27	13
YER056C-A	V;V	269423;270149	269751;270185	-;-	366	13903	10252	8215	7801
YEL067C	V	26189	26776	-	588	83	42	55	82
YEL054C	V	52721	53218	-	498	5992	3979	6212	4986
YEL047C	V	65385	66797	-	1413	2440	2067	1957	2024
YER146W	V	462585	462866	+	282	5	1	4	5
YER159C	V	491530	491958	-	429	344	570	208	224
YER084W	V	327065	327451	+	387	16	8	2	10
YER183C	V	553334	553969	-	636	686	583	647	647
YEL009C-A	V	136371	136778	-	408	3	3	0	2
YEL059C-A	V	42400	42624	-	225	272	210	147	149
YER172C	V	529530	536021	-	6492	3204	4984	3617	4502
YER092W	V	342855	343232	+	378	563	503	429	403
YEL008C-A	V	140726	140818	-	93	0	0	0	0
YEL032W	V	86937	89852	+	2916	3870	2965	3668	3485
YEL010W	V	136279	136629	+	351	13	1	6	2
YEL040W	V	78053	79456	+	1404	12700	9714	12262	10344
YEL059W	V	42652	42960	+	309	23	13	25	12
YER105C	V	367838	372013	-	4176	4774	5653	4455	5053
YEL053C	V	53901	56102	-	2202	1320	1603	1295	1412
YEL046C	V	67629	68792	-	1164	9150	8111	8984	7693
YER137C	V	441373	441819	-	447	35	34	46	55
YER013W	V	178841	182278	+	3438	732	1359	750	919
YER147C-A	V	465203	465613	-	411	108	151	60	85
YEL036C	V	83050	84552	-	1503	1451	1558	1328	1272
YER094C	V	348729	349346	-	618	3562	2904	3154	3000
YER038C	V	226858	228252	-	1395	251	284	245	258
YEL034W	V	85676	86149	+	474	0	0	0	0
YER144C	V	457806	460223	-	2418	1139	1131	880	912
YER069W	V	295410	298001	+	2592	2062	1732	1946	1988
YEL066W	V	26667	27206	+	540	796	566	634	547
YER161C	V	499347	500348	-	1002	700	783	571	651
YER131W	V	423952	424311	+	360	17709	12105	12213	10921
YER027C	V	208979	210232	-	1254	1558	1080	1270	1338
tH(GUG)E2	V	434541	434612	-	72	0	3	0	9
YER088C-A	V	335696	336019	-	324	53	29	50	43
YER002W	V	156803	157498	+	696	299	913	254	263
YEL062W	V	34407	36254	+	1848	803	619	638	620
YEL074W	V	6126	6464	+	339	10	8	1	2
YER142C	V	455146	456036	-	891	418	474	357	409
YER035W	V	222639	223076	+	438	1068	575	612	616
YER145C	V	460526	461740	-	1215	7340	5379	8581	6751
YER176W	V	541690	545055	+	3366	1070	1690	975	1107
YER071C	V	301947	302327	-	381	577	351	408	324
YER150W	V	468370	468816	+	447	245	168	131	222
YER177W	V	545611	546414	+	804	21807	18061	17175	17743
YER123W	V	404813	406387	+	1575	671	1031	651	741
YEL018W	V	121471	122310	+	840	96	131	64	88
YER116C	V	395348	396172	-	825	397	392	267	311
YER043C	V	235770	237119	-	1350	72551	58789	69373	62045
YEL004W	V	146951	147979	+	1029	423	405	378	456
YER141W	V	453459	454919	+	1461	3090	2399	2393	2580
YER170W	V	525974	526651	+	678	537	462	482	473
YER047C	V	243810	246503	-	2694	723	603	681	679
YER132C	V	425188	430449	-	5262	1766	2543	1564	1865
YEL068C	V	25646	25978	-	333	403	264	262	333
YER080W	V	319963	321846	+	1884	2679	2593	2309	2633
YER052C	V	256375	257958	-	1584	3038	3112	2991	2516
YER070W	V	298950	301616	+	2667	12853	12494	12267	11204
YEL007W	V	141892	143892	+	2001	2003	1470	1630	1680
tE(UUC)E2	V	354934	355005	+	72	10	11	10	1
YER068C-A	V	295301	295732	-	432	0	1	3	1
YER115C	V	394292	394867	-	576	435	418	448	465
tS(AGA)E	V	86604	86685	+	82	2	0	0	0
YER076C	V	312590	313498	-	909	206	153	165	187
YEL021W	V	116167	116970	+	804	171859	156745	139220	134564
YEL026W	V	101943	102323	+	381	4111	2884	3602	2540
YER040W	V	229795	231987	+	2193	587	666	429	631
YEL016C	V	124737	126218	-	1482	604	624	712	682
YER012W	V	177835	178431	+	597	2848	2582	2264	2616
YER190W	V	571480	576525	+	5046	74	23	60	59
YER185W	V	559454	560365	+	912	72	52	52	79
YER189W	V	571155	571523	+	369	52	19	78	106
YEL060C	V	40046	41953	-	1908	11623	7480	7598	7707
YEL052W	V	56571	58100	+	1530	2677	2082	2173	2357
YER149C	V	466208	467470	-	1263	353	441	323	324
YER111C	V	382595	385876	-	3282	783	1424	599	855
YER081W	V	322686	324095	+	1410	2085	1095	2259	2334
YER010C	V	172634	173338	-	705	847	628	619	631
YER018C	V	191959	192624	-	666	586	422	400	475
YEL076C	V	4464	5114	-	651	31	8	30	26
YEL018C-A	V	121455	121988	-	534	0	0	0	0
YER072W	V	302806	303195	+	390	7033	2612	4133	3849
YER093C	V	343320	347612	-	4293	898	1696	965	1222
YER178W	V	546817	548079	+	1263	20820	15795	19244	16770
YER030W	V	213437	213898	+	462	675	1102	495	868
YER128W	V	415859	416470	+	612	257	187	171	135
YER003C	V;V	157736;159088	158994;159118	-;-	1290	7418	5731	6954	6498
YER163C	V	503084	503782	-	699	1210	838	923	804
YEL005C	V	145907	146755	-	849	269	234	201	243
YER173W	V	536300	538279	+	1980	334	377	339	421
YEL065W	V	27657	29543	+	1887	4037	1835	3030	2973
YEL055C	V	48471	51539	-	3069	3792	5296	4208	4432
YER029C	V	212587	213177	-	591	494	509	219	310
YER089C	V	335946	337340	-	1395	1795	1062	2064	1847
YER179W	V;V	548421;548645	548552;549517	+;+	1005	170	100	152	118
YEL011W	V	133120	135234	+	2115	7901	2435	4940	5920
YER166W	V	512744	517459	+	4716	5808	6591	6211	6895
YER061C	V	278298	279626	-	1329	425	393	349	338
YER082C	V	324272	325936	-	1665	1577	2421	1601	1689
YER118C	V	397952	399055	-	1104	1468	1558	1188	1190
YER152C	V	472657	473988	-	1332	1257	1003	1145	1006
YER107C	V	373448	374545	-	1098	1201	818	1179	976
YER020W	V	195168	196517	+	1350	1474	874	1040	1104
YER125W	V	410189	412618	+	2430	9547	7824	8141	9275
YER122C	V	402871	404352	-	1482	2787	3309	2205	2735
YER038W-A	V	228451	228831	+	381	0	0	0	0
YER057C	V	270737	271126	-	390	2594	1950	1528	1537
YEL033W	V	86179	86598	+	420	209	146	211	174
YER006W	V	162723	164285	+	1563	4842	4309	5218	3975
YER007W	V	164527	166083	+	1557	331	465	295	418
YER078W-A	V	318646	318810	+	165	7	9	2	14
tA(UGC)E	V	312023	312095	-	73	4	1	1	0
YEL002C	V	148722	150014	-	1293	5807	4964	5082	4706
YEL064C	V	29797	31239	-	1443	532	475	398	450
YER103W	V	364589	366517	+	1929	520	859	570	595
YER007C-A	V;V	166237;166875	166771;166885	-;-	546	1877	1611	1758	1628
snR80	V	52150	52320	-	171	53	54	74	37
YER093C-A	V;V	347912;348277	348201;348400	-;-	414	431	301	249	279
YER120W	V	401135	401869	+	735	2573	2347	2082	2174
YER033C	V	218057	221287	-	3231	523	539	450	545
YER054C	V	262052	263698	-	1647	259	148	142	235
tV(AAC)E2	V	469457	469530	+	74	0	3	0	1
YER164W	V	505392	509798	+	4407	2943	4062	2791	3628
YER139C	V	450563	451243	-	681	214	262	195	212
snR52	V	431129	431220	-	92	38	29	21	24
YEL042W	V	73771	75327	+	1557	6937	5558	6114	5953
YER190C-A	V	574804	575379	-	576	0	0	0	0
tS(UGA)E	V	288443	288524	-	82	11	6	7	20
YER008C	V	167808	171818	-	4011	1648	2305	1557	1866
YER114C	V	390590	393712	-	3123	2116	2090	2106	2199
YER034W	V	221846	222403	+	558	436	280	292	309
YEL008W	V	140512	140892	+	381	16	7	17	17
YER014W	V	182600	184219	+	1620	613	532	487	584
YER143W	V	456319	457605	+	1287	1527	988	964	1019
YER053C-A	V	260933	261046	-	114	50	54	49	35
YER028C	V	210692	211876	-	1185	92	111	61	86
YER048C	V	246982	248157	-	1176	1635	2407	1563	2371
YER044C	V	237570	238016	-	447	1697	1288	1150	1010
YEL039C	V	79636	79977	-	342	132	95	36	120
YER053C	V	258737	259639	-	903	1404	1258	653	1143
tQ(UUG)E1	V	250286	250357	+	72	3	3	0	0
YEL034C-A	V	85613	86215	-	603	2	0	0	0
YER155C	V	476345	482848	-	6504	6533	11196	5982	7984
snR4	V	424698	424883	+	186	1665	1224	883	887
YER050C	V	253971	254387	-	417	650	1099	528	746
YER031C	V	214076	214747	-	672	1877	1927	1670	1661
YER037W	V	225889	226854	+	966	160	156	132	180
YEL049W	V	63728	64090	+	363	52	49	34	33
tQ(UUG)E2	V	131082	131153	-	72	3	3	5	0
YEL006W	V	144327	145334	+	1008	1043	878	766	938
YER100W	V	359562	360314	+	753	1137	1109	959	1000
YER181C	V	551473	551796	-	324	21	26	43	21
YER015W	V	184541	186775	+	2235	2546	2415	2051	2331
YER129W	V	417281	420709	+	3429	1174	1847	1031	1430
YER172C-A	V	536275	536655	-	381	0	0	0	0
tR(UCU)E	V	138666	138737	+	72	0	3	0	0
YEL072W	V	13720	14415	+	696	129	144	131	168
YEL075C	V	5345	5713	-	369	25	9	13	14
YER048W-A	V	250718	251002	+	285	907	651	576	685
YER051W	V	254656	256134	+	1479	443	513	445	523
YER171W	V	527082	529418	+	2337	1098	1470	1364	1538
YER078C	V	316807	318342	-	1536	1190	1043	1000	1109
YER169W	V	523369	525759	+	2391	788	1110	679	727
YEL003W	V;V	148176;148283	148194;148599	+;+	336	1278	871	821	794
YEL077W-A	V	630	1112	+	483	0	0	0	0
YEL017C-A	V	122798	122929	-	132	2888	2006	1821	1649
YER133W	V;V	432495;433197	432671;433958	+;+	939	3482	4948	2736	3370
YER152W-A	V	473485	474051	+	567	0	0	0	0
YER060W	V	274567	276153	+	1587	785	646	911	780
YER186C	V	561705	562625	-	921	1831	1233	1630	1543
YER188W	V	568040	568759	+	720	66	30	78	136
